Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
Ch14_1_R1_p	0.0	0.0003878478689188516	0.00027047285595656757	0.000663423986308562	0.006363767007129052	0.0	0.0019647556517599723	0.0	0.0	0.0005848337602381631	5.103261433142784e-05	6.0218484911084856e-05	0.0003092576428484527	3.470217774537093e-05	9.187721223100075e-06	4.5975598522601726e-05	0.0005286521272675291	0.00014123272238957332	0.0013623512231798753	0.0007955639681205215	0.0021414404485881654	0.0018969224461693052	0.0038010055073248936	0.0021530251893341623	0.0019424322329310239	0.001916467315370296	0.002352742357327489	0.003052117716431365	0.003784544864907932	0.004225468071421404	0.0034724648646588733	0.00320712474642939	0.003642242587625728	0.003403397894888342	0.003073153792554211	0.004404348998029659	0.0013177057056711356	0.0
Ch14_1_R2_p	0.0	0.00017861415015999745	0.0	0.0	0.00014799458156114075	0.0	0.0	0.00023985328735771086	0.00027557611738971034	0.0002806793788228532	0.00025924568080365343	0.00032558807943450967	0.0002296467644914253	0.0004562315721229649	0.0010217051240902764	0.0012986802761794402	0.002697358174034971	0.0015043399120857552	0.0005489896861857684	7.186921153392105e-05	0.0005498239544185489	0.0006210543053556376	0.0003581804705996252	0.0015627122128246329	0.0022406508417648118	0.00322255578721066	0.0019672369009718876	0.001315326992331699	0.00463306572256718	0.001567096895759342	0.0007456226322405724	2.34902647012223e-05	4.205080191019412e-06	0.0013397699137110792	0.001414963841453318	0.0010271120802548958	0.0	0.0
Ch14_2_R1_p	0.0	0.0004142346550369343	0.00028342371134106026	0.0005799285170517079	0.006309447850930988	0.0	0.0019621641554381096	0.0	0.0	0.0005755681522618454	4.970815860443211e-05	5.494059635226707e-05	0.0002947606597947027	3.749913719281721e-05	2.1806585789529027e-05	4.626955065299693e-05	0.0005233990435638306	0.0001381818293762955	0.0013629551367428728	0.0007701406431893979	0.0021344312319097856	0.0018528896221802703	0.0037608196386557046	0.002135863650899942	0.001920691278053562	0.0019232055174196112	0.0023590896066709296	0.003068910762833333	0.0036607293278192216	0.004153835995510015	0.00358653622739146	0.0031613493827722674	0.003687250244461632	0.0033464552399269172	0.0028416714845676152	0.0043853583726387564	0.0011870910328042224	0.0
Ch14_2_R2_p	0.0	0.00017005422680463616	0.0	8.720729579724931e-06	0.0001656938620147737	0.0	0.0	0.0002049371451235359	0.00030086517050051013	0.00028865614908889524	0.00023633177161054566	0.000313074191912125	0.00022673896907284824	0.00045696622997758646	0.0010101553616326945	0.0012655185971992083	0.00266205056645212	0.0015030490043516764	0.0004903510244432257	5.618872068156169e-05	0.0005085810517026362	0.0005717385174027361	0.0003269219602060114	0.001483749757449139	0.0023122195337110458	0.00327643482454097	0.0019948283933946026	0.0012506774899054835	0.004493597854180493	0.0014940197899566507	0.0007661499419246606	2.1545428161067542e-05	4.8785237226204595e-06	0.001266297422788967	0.0013159729945026093	0.0010065073071243579	3.497619188106752e-06	0.0
Ch14_3_R1_p	0.0	0.00036633422455194275	0.0002866963496493465	0.0006158662325800777	0.006275464542324584	0.0	0.0020281112141861176	0.0	0.0	0.0005829492442870045	7.326684491038855e-05	5.415375493376544e-05	0.00030580943962596957	2.9731473296969264e-05	1.4869419256031762e-05	6.378823801875094e-05	0.0005491389426883055	0.0001587306575641204	0.0014417685312924716	0.0008454464982828309	0.0021948001615219046	0.0019094254567682649	0.003834477598216047	0.0022276551779929214	0.0019664302480067856	0.001985729304753534	0.0024737500738271742	0.0032041483782189644	0.0037877123529046534	0.004376254019202514	0.0037034503912366807	0.0033386314565195243	0.003763690512906607	0.0033969044326786126	0.0030991682291362714	0.004530601462675009	0.001266728686230948	0.0
Ch14_3_R2_p	0.0	0.00020174928308657717	0.0	3.185514996103849e-05	0.00024953200802813486	0.0	5.3091916601730825e-06	0.00027076877466882725	0.0003557158412315966	0.0003472211345753196	0.00028563451131731184	0.00037164341621211583	0.00027501612799696567	0.0005394138726735852	0.0011002007457107505	0.0013588976314980047	0.0027301893143498812	0.0015949310894525495	0.0005596355350889806	9.651432235130837e-05	0.0005376809299050188	0.0006129000180461364	0.0003588203146812462	0.0015356594182769881	0.002404061484766362	0.0034179752922620936	0.0021105854112249173	0.001294076242616148	0.004913141801833087	0.0016201603899056592	0.0008325948103551261	2.3832606723884924e-05	1.5155625770559375e-06	0.001336171890298704	0.0014135064272227855	0.001184359898412678	1.3301124807402482e-05	0.0
EP08_1_R1_p	0.0	0.00037705612421991866	0.00024428988329741207	0.0006956951024339345	0.006186906826988806	0.0	0.0022570260956826117	0.0	0.0	0.0006224081374447107	7.753548469874384e-05	6.372779564280316e-05	0.0003250117577782961	4.6733716804722317e-05	1.8059832032301263e-05	5.4223403484383145e-05	0.0005873984891344688	0.00016721629348747283	0.0014370223259967446	0.0008653390246250625	0.0022779646107464694	0.0019883896432095626	0.003955830752178741	0.0022952508408460096	0.002062698111458532	0.0020703710367339224	0.0024401931172538514	0.003224656933531031	0.003828782300883751	0.004266064290399538	0.003666492494939711	0.0033053520596820415	0.003717681628626344	0.0035210657740789944	0.0031734394615508007	0.0046035836176482265	0.0013144363001493	0.0
EP08_1_R2_p	0.0	0.00023897923366051184	0.0	2.124259854760105e-05	0.00017525143801770869	0.0	1.593194891070079e-05	0.0002814644307557139	0.00043016262058892134	0.00032076323806877585	0.00028889934024737434	0.00035050287603541737	0.0002697810015545334	0.0005331892235447864	0.0011525326207931536	0.0013557051585093673	0.0028615750065966268	0.00159123990478511	0.0005302543876525677	7.912495345447515e-05	0.0005319081299155477	0.0006167961001456349	0.0003902704823294789	0.0016195800039028572	0.002381802760907291	0.0035070176271822626	0.0020411216466661246	0.001412513851939215	0.004892987577533861	0.001682746193498147	0.0007672540731017388	3.035219877467346e-05	8.917390189027865e-06	0.0014415845045468367	0.0014784279194937778	0.0011644699035584475	2.1435143749861477e-06	0.0
EP08_2_R1_p	0.0	0.0003741937102149332	0.0003001773719306607	0.0006414749317970283	0.006155692133975329	0.0	0.002080681509546771	0.0	0.0	0.0005978875325851789	7.319393452555835e-05	7.072672324941594e-05	0.00029688775689580414	3.454095786599383e-05	1.3160883534529657e-05	4.445050764002566e-05	0.0005478339120807305	0.00015253082316078477	0.0013549609303369697	0.0008143285014554306	0.0021028514218920883	0.0018591030862650142	0.003690113709922124	0.0021107219347700303	0.001946041631929047	0.0018864765569916358	0.0023344072591707484	0.0030791295884212092	0.0037480052899260376	0.004175707949069324	0.003480563265411615	0.0031953323072563384	0.00366542567998535	0.003437129741336346	0.003007599509314632	0.004444880957950204	0.0012329820052860213	0.0
